date,RV,RQ
2022-11-10,0.0016443116430034826,6.42471021097146e-06
2022-11-11,0.0006460938769825126,9.045212470231253e-07
2022-11-14,0.0004936484362915639,3.3473351695322793e-07
2022-11-15,0.0008120672066336036,4.888636426457446e-07
2022-11-16,0.0003398502313857437,1.0360006705261563e-07
2022-11-17,0.0005788665200052272,1.2595156055535976e-06
2022-11-18,0.0003055947025812425,9.321048929025483e-08
2022-11-21,0.0004347471419433584,1.9328652211352122e-07
2022-11-22,0.000354027927830012,1.879434123475392e-07
2022-11-23,0.00030622415110332567,1.6919802747693286e-07
2022-11-28,0.00045701832003972243,4.768258397601921e-07
2022-11-29,0.00029545554724592015,9.16067600347552e-08
2022-11-30,0.0005729716736987705,5.356821614777223e-07
2022-12-01,0.0004282629638248936,3.816208176572517e-07
2022-12-02,0.0002460775102570486,1.363530367093119e-07
2022-12-05,0.00023834669830973167,6.578219394541764e-08
2022-12-06,0.0002848310895593162,9.751075852527895e-08
2022-12-07,0.0004761806407772946,3.8424885691436963e-07
2022-12-08,0.0005269500666319827,5.336994918142844e-07
2022-12-09,0.0002406794241453732,1.1979852623617817e-07
2022-12-12,0.00023908790476196744,1.2874528343684808e-07
2022-12-13,0.0008483951551351533,8.600321437041915e-07
2022-12-14,0.0009975769422159325,2.0023014922376078e-06
2022-12-15,0.000390648613081882,2.988747165760772e-07
2022-12-16,0.00041037460342206576,3.1262372156823115e-07
2022-12-19,0.00033686612685792993,1.1866663464580584e-07
2022-12-20,0.000533410960570869,6.9128752671901e-07
2022-12-21,0.00039080169202500346,4.938872659320162e-07
2022-12-22,0.0002898255301226592,1.1908362691892659e-07
2022-12-23,0.0004560936133801234,4.5839684508999875e-07
2022-12-27,0.00025094856298775296,8.83836023679268e-08
2022-12-28,0.0003309926242157027,2.385117572663871e-07
2022-12-29,0.00015635328165096172,2.5449722518836357e-08
2022-12-30,0.00024203836689068675,7.709665095429537e-08
