feature,edge_idx,z_std,ale_centred
RVD,51,-0.24392848455389432,-2.0053626354278542e-05
RVD,52,-0.2357320390331882,-1.9617710148035705e-05
RVD,53,-0.2254814692938352,-1.9066062048390897e-05
RVD,54,-0.21743374844021512,-1.844347290726045e-05
RVD,55,-0.20828601368567679,-1.7997557659422902e-05
RVD,56,-0.20181471899778392,-1.7614186969562517e-05
RVD,57,-0.19233550243124767,-1.6974693050410217e-05
RVD,58,-0.17770284792642163,-1.617651032516232e-05
RVD,59,-0.16837881756433054,-1.566903501894057e-05
RVD,60,-0.16082300421067228,-1.5145901454029165e-05
RVD,61,-0.1531521987206141,-1.4750622323712825e-05
RVD,62,-0.146405302972351,-1.4298267313374247e-05
RVD,63,-0.13494387904288815,-1.3660348184298066e-05
RVD,64,-0.1250529535591384,-1.3054716856099269e-05
RVD,65,-0.11157359631792928,-1.2396775655910908e-05
RVD,66,-0.10095997890009847,-1.1641697124654904e-05
RVD,67,-0.08918796285302624,-1.049049874891761e-05
RVD,68,-0.07819688782537856,-9.649551753322605e-06
RVD,69,-0.06462956290897963,-8.580230410738743e-06
RVD,70,-0.05420930769086372,-7.887471024882409e-06
RVD,71,-0.040040728648677124,-7.104198669462214e-06
RVD,72,-0.022071244798625805,-6.141627675883221e-06
RVD,73,-0.009919808396915183,-5.454233058212132e-06
RVD,74,0.003005216598781925,-4.781389787335222e-06
RVD,75,0.01559072479798322,-4.118101838325394e-06
RVD,76,0.03147737998279378,-3.2846063328220154e-06
RVD,77,0.048005757411303605,-2.2849886641820305e-06
RVD,78,0.06464551562688096,-1.275402251489588e-06
RVD,79,0.08243788189726955,-1.3443796488399323e-07
RVD,80,0.10436572029542103,1.4567493912140961e-06
RVD,81,0.13703786542568822,4.730677023322194e-06
RVD,82,0.16401356131371098,7.486323187909427e-06
RVD,83,0.19267469959925676,9.037450599312713e-06
RVD,84,0.22228842251293127,1.1497996655994491e-05
RVD,85,0.257511022161514,1.3906410476370645e-05
RVD,86,0.28715960835108556,1.5986345733286278e-05
RVD,87,0.32280108521458684,1.8486124662918435e-05
RVD,88,0.3782558284355363,2.222953982654463e-05
RVD,89,0.42899605933324847,2.7061796135417815e-05
RVD,90,0.4839539403946611,3.103133532876701e-05
RVD,91,0.5361504736721847,3.5019694241232635e-05
RVD,92,0.6386526522117405,4.206165023733366e-05
RVD,93,0.7910195603950511,5.142731835748737e-05
RVD,94,0.9000220601210505,5.90611912406489e-05
RVD,95,1.1401817003682702,7.664061060440463e-05
RVD,96,1.3977965847652865,9.535350774912831e-05
RVD,97,1.72327904380907,0.000112687181644465
RVD,98,2.320060149529962,0.00014337352196834718
RVD,99,3.8772969030072866,0.00022818975277859454
RVD,100,13.313485908992337,0.0006830903062285829
RVW,0,-0.6076584754967539,-2.5978647043494004e-05
RVW,1,-0.5751381351635231,-2.4891374321860224e-05
RVW,2,-0.5648358044209314,-2.4545890026465952e-05
RVW,3,-0.5545283286366645,-2.4190183493792813e-05
RVW,4,-0.5497073027413303,-2.4023278937839007e-05
RVW,5,-0.5411147122741115,-2.372820926958435e-05
RVW,6,-0.5334924785877574,-2.347090366875842e-05
RVW,7,-0.5252344647804252,-2.3187136461692955e-05
RVW,8,-0.5153171681500602,-2.2842838602137147e-05
RVW,9,-0.5087358005429654,-2.261616924507531e-05
RVW,10,-0.5046199143350719,-2.247448725093842e-05
RVW,11,-0.49968582568471254,-2.230589312383496e-05
RVW,12,-0.49130626188675947,-2.2016569671527816e-05
RVW,13,-0.4871665691113932,-2.1872632798440702e-05
RVW,14,-0.4815433272253321,-2.1680997717303637e-05
RVW,15,-0.4760997343028613,-2.149905317431627e-05
RVW,16,-0.47157114911422754,-2.1337766567135316e-05
RVW,17,-0.46653584339385895,-2.1161296400655613e-05
RVW,18,-0.4644163269410887,-2.108494638101571e-05
RVW,19,-0.45906476333032437,-2.0900771430169937e-05
RVW,20,-0.4546909431687837,-2.075258491466708e-05
RVW,21,-0.45089754151209144,-2.0621724543239236e-05
RVW,22,-0.44575763406240854,-2.0439760119266123e-05
